"col0","col1","col2","col3"
"ishtp_hid_wakeup","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",178,184
"ishtp_hid_remove","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",262,273
"ishtp_hid_probe","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",206,254
"panel_edp_wait","/linux-6.6/drivers/gpu/drm/panel/panel-edp.c",346,358
"has_pipe_transcoders","/linux-6.6/drivers/gpu/drm/i915/display/intel_display.c",3567,3572
"_dma_no_cache_snooping","/linux-6.6/drivers/hid/intel-ish-hid/ipc/ipc.c",910,917
"ish_ipc_get_header","/linux-6.6/drivers/hid/intel-ish-hid/ipc/ipc.c",882,890
"rmi_suspend","/linux-6.6/drivers/hid/hid-rmi.c",440,456
"intel_ddi_init_dp_buf_reg","/linux-6.6/drivers/gpu/drm/i915/display/intel_ddi.c",324,349
"mt_find_application","/linux-6.6/drivers/hid/hid-multitouch.c",590,610
"compose_active_planes","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",238,285
"_pxvid_to_vd","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",365,374
"panel_edp_get_non_edid_modes","/linux-6.6/drivers/gpu/drm/panel/panel-edp.c",304,344
"steelseries_srws1_led_get_brightness","/linux-6.6/drivers/hid/hid-steelseries.c",222,243
"steelseries_srws1_led_set_brightness","/linux-6.6/drivers/hid/hid-steelseries.c",193,220
"has_dsi_transcoders","/linux-6.6/drivers/gpu/drm/i915/display/intel_display.c",3561,3565
"has_edp_transcoders","/linux-6.6/drivers/gpu/drm/i915/display/intel_display.c",3556,3559
"hsw_enabled_transcoders","/linux-6.6/drivers/gpu/drm/i915/display/intel_display.c",3487,3554
"mt_allocate_application","/linux-6.6/drivers/hid/hid-multitouch.c",555,588
"hid_ishtp_cl_probe","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid-client.c",811,852
"ivb_pipe_crc_ctl_reg","/linux-6.6/drivers/gpu/drm/i915/display/intel_pipe_crc.c",330,356
"steelseries_srws1_led_all_get_brightness","/linux-6.6/drivers/hid/hid-steelseries.c",177,191
"ips_mch_val","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",351,363
"steelseries_srws1_led_all_set_brightness","/linux-6.6/drivers/hid/hid-steelseries.c",157,175
"clamp_accel","/linux-6.6/drivers/hid/hid-udraw-ps3.c",90,99
"engine_supports_mi_query","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1503,1506
"check_iosys_map","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",226,236
"check_format_funcs","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",210,224
"blend","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",173,208
"set_oa_ctx_ctrl_offset","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1482,1501
"mt_allocate_usage","/linux-6.6/drivers/hid/hid-multitouch.c",527,553
"wacom_setup_pad_input_capabilities","/linux-6.6/drivers/hid/wacom_wac.c",4185,4356
"steelseries_srws1_set_leds","/linux-6.6/drivers/hid/hid-steelseries.c",129,155
"__i2c_bit_add_bus","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",635,672
"rmi_report","/linux-6.6/drivers/hid/hid-rmi.c",422,437
"set_abs","/linux-6.6/drivers/hid/hid-multitouch.c",517,525
"set_abs","/linux-6.6/drivers/input/mouse/bcm5974.c",508,513
"mt_feature_mapping","/linux-6.6/drivers/hid/hid-multitouch.c",480,515
"lg4ff_alternate_modes_store","/linux-6.6/drivers/hid/hid-lg4ff.c",847,936
"kone_sysfs_read_settings","/linux-6.6/drivers/hid/hid-roccat-kone.c",263,280
"__ips_chipset_val","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",314,349
"wiimod_turntable_close","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2546,2555
"virtio_gpu_cmd_submit","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1078,1099
"ishtp_wait_for_response","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",145,170
"apply_lut","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",143,158
"rmi_event","/linux-6.6/drivers/hid/hid-rmi.c",398,420
"hid_ishtp_cl_reset_handler","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid-client.c",748,788
"hid_ishtp_cl_resume_handler","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid-client.c",790,799
"wiimod_turntable_open","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2533,2544
"_ish_ipc_reset","/linux-6.6/drivers/hid/intel-ish-hid/ipc/ipc.c",805,838
"wiimod_turntable_in_ext","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2439,2531
"oa_context_image_offset","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1455,1480
"virtio_gpu_cmd_set_scanout_blob","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1270,1304
"mt_get_feature","/linux-6.6/drivers/hid/hid-multitouch.c",448,478
"bpf_test_probe_kvm_hv_hypercall_done","/linux-6.6/arch/x86/kvm/trace.h",97,110
"__bpf_trace_kvm_hv_hypercall_done","/linux-6.6/arch/x86/kvm/trace.h",97,110
"panel_edp_get_display_modes","/linux-6.6/drivers/gpu/drm/panel/panel-edp.c",273,302
"diolan_u2c_driver_exit","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",514,514
"simpledrm_mode","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",608,618
"ddi_buf_phy_link_rate","/linux-6.6/drivers/gpu/drm/i915/display/intel_ddi.c",299,322
"diolan_u2c_driver_init","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",514,514
"vmw_event_fence_action_create","/linux-6.6/drivers/gpu/drm/vmwgfx/vmwgfx_fence.c",975,1026
"diolan_u2c_disconnect","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",496,505
"rmi_raw_event","/linux-6.6/drivers/hid/hid-rmi.c",374,396
"bit_func","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",612,616
"apply_lut_to_channel_value","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",122,141
"get_lut_index","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",104,109
"lerp_u16","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",94,102
"fill_background","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",86,91
"check_limit","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",73,84
"get_y_pos","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",58,71
"kone_get_firmware_version","/linux-6.6/drivers/hid/hid-roccat-kone.c",249,261
"rmi_check_sanity","/linux-6.6/drivers/hid/hid-rmi.c",358,372
"wacom_idleprox_timeout","/linux-6.6/drivers/hid/wacom_wac.c",64,75
"rmi_read_data_event","/linux-6.6/drivers/hid/hid-rmi.c",342,356
"ttm_release_base","/linux-6.6/drivers/gpu/drm/vmwgfx/ttm_object.c",227,246
"ishtp_hid_request","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",104,135
"wacom_equivalent_usage","/linux-6.6/drivers/hid/wacom_wac.c",1872,1916
"wacom_wac_report","/linux-6.6/drivers/hid/wacom_wac.c",2972,3022
"wacom_wac_event","/linux-6.6/drivers/hid/wacom_wac.c",2896,2916
"wacom_wac_usage_mapping","/linux-6.6/drivers/hid/wacom_wac.c",2875,2894
"simpledrm_connector_helper_get_modes","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",579,584
"kone_get_weight","/linux-6.6/drivers/hid/hid-roccat-kone.c",230,242
"kone_set_profile","/linux-6.6/drivers/hid/hid-roccat-kone.c",201,223
"gen5_rps_init","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",275,311
"ishtp_bus_event_work","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",521,529
"kone_get_profile","/linux-6.6/drivers/hid/hid-roccat-kone.c",175,193
"simpledrm_crtc_helper_mode_valid","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",548,554
"simpledrm_primary_plane_helper_atomic_disable","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",518,532
"wacom_setup_touch_input_capabilities","/linux-6.6/drivers/hid/wacom_wac.c",3912,4048
"wacom_setup_pen_input_capabilities","/linux-6.6/drivers/hid/wacom_wac.c",3747,3910
"wacom_setup_device_quirks","/linux-6.6/drivers/hid/wacom_wac.c",3594,3745
"wacom_wac_irq","/linux-6.6/drivers/hid/wacom_wac.c",3407,3538
"wacom_s32tou","/linux-6.6/drivers/hid/wacom.h",210,218
"panel_edp_get_timings_modes","/linux-6.6/drivers/gpu/drm/panel/panel-edp.c",241,271
"hsw_panel_transcoders","/linux-6.6/drivers/gpu/drm/i915/display/intel_display.c",3477,3485
"bit_xfer_atomic","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",601,610
"kone_set_settings","/linux-6.6/drivers/hid/hid-roccat-kone.c",157,167
"kone_get_settings","/linux-6.6/drivers/hid/hid-roccat-kone.c",145,150
"dln2_i2c_driver_exit","/linux-6.6/drivers/i2c/busses/i2c-dln2.c",251,251
"sony_cancel_work_sync","/linux-6.6/drivers/hid/hid-sony.c",1880,1890
"dln2_i2c_driver_init","/linux-6.6/drivers/i2c/busses/i2c-dln2.c",251,251
"dln2_i2c_remove","/linux-6.6/drivers/i2c/busses/i2c-dln2.c",237,243
"dln2_i2c_probe","/linux-6.6/drivers/i2c/busses/i2c-dln2.c",187,235
"kone_check_write","/linux-6.6/drivers/hid/hid-roccat-kone.c",108,138
"virtio_gpu_cmd_resource_create_blob","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1242,1268
"simpledrm_primary_plane_helper_atomic_update","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",480,516
"to_panel_edp","/linux-6.6/drivers/gpu/drm/panel/panel-edp.c",236,239
"mt_set_quirks","/linux-6.6/drivers/hid/hid-multitouch.c",413,435
"wacom_schedule_work","/linux-6.6/drivers/hid/wacom.h",184,203
"bit_xfer","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",520,593
"kone_set_settings_checksum","/linux-6.6/drivers/hid/hid-roccat-kone.c",92,101
"sony_init_output_report","/linux-6.6/drivers/hid/hid-sony.c",1869,1878
"sony_state_worker","/linux-6.6/drivers/hid/hid-sony.c",1553,1558
"lg4ff_alternate_modes_show","/linux-6.6/drivers/hid/hid-lg4ff.c",798,845
"wacom_initialize_leds","/linux-6.6/drivers/hid/wacom_sys.c",1574,1691
"wacom_led_next","/linux-6.6/drivers/hid/wacom_sys.c",1499,1517
"wacom_led_find","/linux-6.6/drivers/hid/wacom_sys.c",1475,1491
"wacom_leds_brightness_get","/linux-6.6/drivers/hid/wacom_sys.c",1300,1312
"wacom_battery_work","/linux-6.6/drivers/hid/wacom_sys.c",2174,2186
"pre_mul_alpha_blend","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",40,56
"bpf_test_probe_kvm_hv_hypercall","/linux-6.6/arch/x86/kvm/trace.h",66,95
"__bpf_trace_kvm_hv_hypercall","/linux-6.6/arch/x86/kvm/trace.h",66,95
"kone_send","/linux-6.6/drivers/hid/hid-roccat-kone.c",73,90
"simpledrm_device_init_regulators","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",388,463
"mt_show_quirks","/linux-6.6/drivers/hid/hid-multitouch.c",403,411
"pk_driver_exit","/linux-6.6/drivers/hid/hid-prodikeys.c",898,898
"pk_driver_init","/linux-6.6/drivers/hid/hid-prodikeys.c",898,898
"pk_remove","/linux-6.6/drivers/hid/hid-prodikeys.c",865,879
"kone_receive","/linux-6.6/drivers/hid/hid-roccat-kone.c",53,71
"vmw_devcap_get","/linux-6.6/drivers/gpu/drm/vmwgfx/vmwgfx_devcaps.h",41,48
"sony_release_device_id","/linux-6.6/drivers/hid/hid-sony.c",1861,1867
"sony_set_device_id","/linux-6.6/drivers/hid/hid-sony.c",1838,1859
"ishtp_bus_remove_device","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",472,475
"ishtp_bus_add_device","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",411,461
"pk_probe","/linux-6.6/drivers/hid/hid-prodikeys.c",798,863
"diolan_u2c_probe","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",436,494
"vmw_fence_obj_add_action","/linux-6.6/drivers/gpu/drm/vmwgfx/vmwgfx_fence.c",882,919
"ishtp_raw_request","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",54,94
"_ish_hw_reset","/linux-6.6/drivers/hid/intel-ish-hid/ipc/ipc.c",754,795
"virtio_gpu_cmd_unmap","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1226,1239
"rps_disable_interrupts","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",236,259
"sony_check_add","/linux-6.6/drivers/hid/hid-sony.c",1777,1836
"cypress_compute_slot","/linux-6.6/drivers/hid/hid-multitouch.c",234,241
"ttm_object_file_unref","/linux-6.6/drivers/gpu/drm/vmwgfx/ttm_object.c",181,187
"bit_doAddress","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",466,518
"osif_driver_exit","/linux-6.6/drivers/i2c/busses/i2c-robotfuzz-osif.c",191,191
"ttm_object_file_destroy","/linux-6.6/drivers/gpu/drm/vmwgfx/ttm_object.c",172,178
"vmw_event_fence_action_cleanup","/linux-6.6/drivers/gpu/drm/vmwgfx/vmwgfx_fence.c",863,870
"ttm_tfile_find_ref","/linux-6.6/drivers/gpu/drm/vmwgfx/ttm_object.c",157,170
"virtio_gpu_cmd_map","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1200,1224
"pre_mul_blend_channel","/linux-6.6/drivers/gpu/drm/vkms/vkms_composer.c",16,23
"icl_pll_to_ddi_clk_sel","/linux-6.6/drivers/gpu/drm/i915/display/intel_ddi.c",260,297
"rps_reset_interrupts","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",222,234
"wiimod_guitar_remove","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2388,2396
"osif_driver_init","/linux-6.6/drivers/i2c/busses/i2c-robotfuzz-osif.c",191,191
"osif_disconnect","/linux-6.6/drivers/i2c/busses/i2c-robotfuzz-osif.c",175,182
"lg4ff_switch_compatibility_mode","/linux-6.6/drivers/hid/hid-lg4ff.c",763,796
"osif_probe","/linux-6.6/drivers/i2c/busses/i2c-robotfuzz-osif.c",128,173
"wiimod_guitar_probe","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2338,2386
"magicmouse_event","/linux-6.6/drivers/hid/hid-magicmouse.c",505,520
"magicmouse_raw_event","/linux-6.6/drivers/hid/hid-magicmouse.c",373,503
"wacom_driver_exit","/linux-6.6/drivers/hid/wacom_sys.c",2892,2892
"vmw_event_fence_action_seq_passed","/linux-6.6/drivers/gpu/drm/vmwgfx/vmwgfx_fence.c",828,852
"i2c_tiny_usb_driver_exit","/linux-6.6/drivers/i2c/busses/i2c-tiny-usb.c",299,299
"gen11_rps_reset_interrupts","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",216,220
"gen6_rps_reset_interrupts","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",211,214
"rps_enable_interrupts","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",192,209
"i2c_tiny_usb_driver_init","/linux-6.6/drivers/i2c/busses/i2c-tiny-usb.c",299,299
"i2c_tiny_usb_disconnect","/linux-6.6/drivers/i2c/busses/i2c-tiny-usb.c",281,290
"get_bigjoiner_master_pipe","/linux-6.6/drivers/gpu/drm/i915/display/intel_display.c",3446,3456
"oa_find_reg_in_lri","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1437,1453
"kone_profile_report","/linux-6.6/drivers/hid/hid-roccat-kone.c",43,51
"kone_profile_activated","/linux-6.6/drivers/hid/hid-roccat-kone.c",37,41
"wacom_driver_init","/linux-6.6/drivers/hid/wacom_sys.c",2892,2892
"diolan_u2c_free","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",430,434
"rps_reset_ei","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",187,190
"rps_pm_mask","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",169,185
"gen12_get_render_context_id","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1406,1435
"wacom_reset_resume","/linux-6.6/drivers/hid/wacom_sys.c",2874,2877
"wacom_resume","/linux-6.6/drivers/hid/wacom_sys.c",2859,2872
"vprbrd_i2c_exit","/linux-6.6/drivers/i2c/busses/i2c-viperboard.c",457,460
"vprbrd_i2c_init","/linux-6.6/drivers/i2c/busses/i2c-viperboard.c",424,454
"diolan_usb_func","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",410,414
"sony_get_bt_devaddr","/linux-6.6/drivers/hid/hid-sony.c",1757,1775
"virtio_gpu_cmd_resource_map_cb","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1177,1198
"readbytes","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",401,456
"lg4ff_get_mode_switch_command","/linux-6.6/drivers/hid/hid-lg4ff.c",689,761
"wacom_remove","/linux-6.6/drivers/hid/wacom_sys.c",2831,2856
"pk_raw_event","/linux-6.6/drivers/hid/hid-prodikeys.c",777,796
"enabled_bigjoiner_pipes","/linux-6.6/drivers/gpu/drm/i915/display/intel_display.c",3399,3444
"hid_ishtp_cl_deinit","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid-client.c",739,746
"hid_ishtp_cl_init","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid-client.c",642,731
"ishtp_cl_dev_release","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",391,394
"ishtp_cl_uevent","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",364,369
"acknak","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",385,399
"pk_input_mapping","/linux-6.6/drivers/hid/hid-prodikeys.c",758,774
"pk_report_fixup","/linux-6.6/drivers/hid/hid-prodikeys.c",744,756
"wacom_probe","/linux-6.6/drivers/hid/wacom_sys.c",2750,2829
"virtio_gpu_cmd_resource_assign_uuid","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1147,1175
"vprbrd_i2c_remove","/linux-6.6/drivers/i2c/busses/i2c-viperboard.c",410,415
"vprbrd_i2c_probe","/linux-6.6/drivers/i2c/busses/i2c-viperboard.c",357,408
"guc_wq_noop_append","/linux-6.6/drivers/gpu/drm/i915/gt/uc/intel_guc_submission.c",819,834
"hidinput_led_worker","/linux-6.6/drivers/hid/hid-input.c",1811,1857
"diolan_usb_xfer","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",339,405
"dln2_i2c_func","/linux-6.6/drivers/i2c/busses/i2c-dln2.c",170,175
"dln2_i2c_xfer","/linux-6.6/drivers/i2c/busses/i2c-dln2.c",140,168
"i2c_tiny_usb_probe","/linux-6.6/drivers/i2c/busses/i2c-tiny-usb.c",218,279
"ish_wakeup","/linux-6.6/drivers/hid/intel-ish-hid/ipc/ipc.c",731,744
"osif_func","/linux-6.6/drivers/i2c/busses/i2c-robotfuzz-osif.c",109,112
"lg4ff_set_range_dfp","/linux-6.6/drivers/hid/hid-lg4ff.c",619,687
"wiimod_guitar_close","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2327,2336
"i2c_setup_smbus_alert","/linux-6.6/drivers/i2c/i2c-core-smbus.c",706,722
"of_i2c_register_devices","/linux-6.6/drivers/i2c/i2c-core-of.c",85,114
"i2c_acpi_remove_space_handler","/linux-6.6/drivers/i2c/i2c-core-acpi.c",789,812
"i2c_acpi_install_space_handler","/linux-6.6/drivers/i2c/i2c-core-acpi.c",748,787
"i2c_acpi_get_irq","/linux-6.6/drivers/i2c/i2c-core-acpi.c",202,230
"i2c_acpi_register_devices","/linux-6.6/drivers/i2c/i2c-core-acpi.c",320,343
"__i2c_check_suspended","/linux-6.6/drivers/i2c/i2c-core.h",50,59
"ishtp_cl_device_reset","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",333,346
"sony_remove_dev_list","/linux-6.6/drivers/hid/hid-sony.c",1746,1755
"rps_stop_timer","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",162,167
"rps_start_timer","/linux-6.6/drivers/gpu/drm/i915/gt/intel_rps.c",155,160
"diolan_init","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",296,335
"wiimod_guitar_open","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2314,2325
"vmw_fence_obj_lookup","/linux-6.6/drivers/gpu/drm/vmwgfx/vmwgfx_fence.c",702,720
"ishtp_hid_close","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",50,52
"ishtp_hid_open","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",45,48
"ishtp_hid_stop","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",41,43
"ishtp_hid_start","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",36,39
"ishtp_hid_parse","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid.c",21,33
"sendbytes","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",344,383
"pcmidi_snd_terminate","/linux-6.6/drivers/hid/hid-prodikeys.c",722,739
"sony_check_add_dev_list","/linux-6.6/drivers/hid/hid-sony.c",1714,1744
"show_country","/linux-6.6/drivers/hid/hid-core.c",2143,2149
"pcmidi_snd_initialise","/linux-6.6/drivers/hid/hid-prodikeys.c",601,720
"wiimod_guitar_in_ext","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2223,2312
"gen12_guc_sw_ctx_id","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1362,1393
"sensor_hub_reset_resume","/linux-6.6/drivers/hid/hid-sensor-hub.c",462,465
"sensor_hub_resume","/linux-6.6/drivers/hid/hid-sensor-hub.c",444,460
"simpledrm_device_release_regulators","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",375,386
"ishtp_cl_device_resume","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",306,322
"dln2_i2c_read","/linux-6.6/drivers/i2c/busses/i2c-dln2.c",101,138
"read_report_descriptor","/linux-6.6/drivers/hid/hid-core.c",2124,2140
"virtio_gpu_cmd_resource_uuid_cb","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1122,1144
"intel_crtc_crc_setup_workarounds","/linux-6.6/drivers/gpu/drm/i915/display/intel_pipe_crc.c",279,328
"__read_reg","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1339,1359
"wacom_init_work","/linux-6.6/drivers/hid/wacom_sys.c",1693,1699
"uclogic_params_ugee_v2_init","/linux-6.6/drivers/hid/hid-uclogic-params.c",1394,1527
"osif_xfer","/linux-6.6/drivers/i2c/busses/i2c-robotfuzz-osif.c",57,107
"drm_plane_helper_add","/linux-6.6/include/drm/drm_modeset_helper_vtables.h",1442,1446
"diolan_get_serial","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",283,294
"drm_connector_helper_add","/linux-6.6/include/drm/drm_modeset_helper_vtables.h",1177,1181
"drm_encoder_helper_add","/linux-6.6/include/drm/drm_modeset_helper_vtables.h",848,852
"drm_crtc_helper_add","/linux-6.6/include/drm/drm_modeset_helper_vtables.h",499,503
"__store_reg_to_mem","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1316,1336
"oa_pin_context","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1274,1313
"try_address","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",319,342
"hid_generic_exit","/linux-6.6/drivers/hid/hid-generic.c",82,82
"ishtp_cl_device_suspend","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",280,296
"ishtp_cl_device_remove","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",258,270
"virtio_gpu_cursor_ping","/linux-6.6/drivers/gpu/drm/virtio/virtgpu_vq.c",1110,1120
"hid_generic_init","/linux-6.6/drivers/hid/hid-generic.c",82,82
"hid_generic_probe","/linux-6.6/drivers/hid/hid-generic.c",56,68
"test_bus","/linux-6.6/drivers/i2c/algos/i2c-algo-bit.c",230,307
"diolan_fw_version","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",271,281
"rmi_input_event","/linux-6.6/drivers/hid/hid-rmi.c",320,340
"wacom_wireless_work","/linux-6.6/drivers/hid/wacom_sys.c",2437,2524
"simpledrm_device_init_clocks","/linux-6.6/drivers/gpu/drm/tiny/simpledrm.c",290,343
"ishtp_get_report_descriptor","/linux-6.6/drivers/hid/intel-ish-hid/ishtp-hid-client.c",593,626
"ishtp_cl_bus_match","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",239,246
"sony_compare_connection_type","/linux-6.6/drivers/hid/hid-sony.c",1705,1712
"diolan_set_clock_synch_timeout","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",263,269
"diolan_set_clock_synch","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",257,260
"diolan_set_speed","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",251,254
"i915_oa_read","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1266,1272
"i915_oa_poll_wait","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1247,1252
"i915_oa_wait_unlocked","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1227,1235
"logi_djreceiver_driver_exit","/linux-6.6/drivers/hid/hid-logitech-dj.c",2053,2053
"ttm_tfile_find_ref_rcu","/linux-6.6/drivers/gpu/drm/vmwgfx/ttm_object.c",142,155
"magicmouse_emit_touch","/linux-6.6/drivers/hid/hid-magicmouse.c",210,371
"hid_generic_match","/linux-6.6/drivers/hid/hid-generic.c",37,54
"wiimod_drums_remove","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2172,2180
"wiimod_drums_probe","/linux-6.6/drivers/hid/hid-wiimote-modules.c",2108,2170
"__i2c_lock_bus_helper","/linux-6.6/drivers/i2c/i2c-core.h",35,48
"diolan_i2c_put_byte_ack","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",246,249
"logi_djreceiver_driver_init","/linux-6.6/drivers/hid/hid-logitech-dj.c",2053,2053
"logi_dj_remove","/linux-6.6/drivers/hid/hid-logitech-dj.c",1902,1946
"gen7_oa_read","/linux-6.6/drivers/gpu/drm/i915/i915_perf.c",1144,1211
"vprbrd_i2c_func","/linux-6.6/drivers/i2c/busses/i2c-viperboard.c",341,344
"diolan_i2c_get_byte_ack","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",232,244
"ishtp_cl_device_probe","/linux-6.6/drivers/hid/intel-ish-hid/ishtp/bus.c",213,226
"vmw_user_fence_base_release","/linux-6.6/drivers/gpu/drm/vmwgfx/vmwgfx_fence.c",573,582
"vprbrd_i2c_xfer","/linux-6.6/drivers/i2c/busses/i2c-viperboard.c",265,339
"diolan_i2c_stop","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",227,230
"diolan_i2c_repeated_start","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",222,225
"diolan_i2c_start","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",217,220
"diolan_flush_input","/linux-6.6/drivers/i2c/busses/i2c-diolan-u2c.c",198,215
"i2c_in_atomic_xfer_mode","/linux-6.6/drivers/i2c/i2c-core.h",30,33
"i2c_dev_irq_from_resources","/linux-6.6/drivers/i2c/i2c-core-base.c",889,913
